Date,store,product,number_sold
2012-12-11,0,0,808
2012-12-12,0,0,835
2012-12-13,0,0,814
2012-12-14,0,0,835
2012-12-15,0,0,813
2012-12-16,0,0,807
2012-12-17,0,0,808
2012-12-18,0,0,830
2012-12-19,0,0,829
2012-12-20,0,0,836
2012-12-21,0,0,827
2012-12-22,0,0,827
2012-12-23,0,0,834
2012-12-24,0,0,824
2012-12-25,0,0,824
2012-12-26,0,0,831
2012-12-27,0,0,834
2012-12-28,0,0,852
2012-12-29,0,0,836
2012-12-30,0,0,831
2012-12-31,0,0,830
2013-01-01,0,0,841
2013-01-02,0,0,838
2013-01-03,0,0,840
2013-01-04,0,0,822
2013-01-05,0,0,846
2013-01-06,0,0,841
2013-01-07,0,0,826
2013-01-08,0,0,830
2013-01-09,0,0,859
2013-01-10,0,0,836
2013-01-11,0,0,847
2013-01-12,0,0,857
2013-01-13,0,0,813
2013-01-14,0,0,847
2013-01-15,0,0,837
2013-01-16,0,0,846
2013-01-17,0,0,849
2013-01-18,0,0,847
2013-01-19,0,0,852
2013-01-20,0,0,843
2013-01-21,0,0,861
2013-01-22,0,0,838
2013-01-23,0,0,836
2013-01-24,0,0,839
2013-01-25,0,0,866
2013-01-26,0,0,850
2013-01-27,0,0,839
2013-01-28,0,0,850
2013-01-29,0,0,862
2013-01-30,0,0,865
2013-01-31,0,0,857
2013-02-01,0,0,869
2013-02-02,0,0,864
2013-02-03,0,0,863
2013-02-04,0,0,861
2013-02-05,0,0,856
2013-02-06,0,0,863
2013-02-07,0,0,859
2013-02-08,0,0,850
2013-02-09,0,0,877
2013-02-10,0,0,870
2013-02-11,0,0,882
2013-02-12,0,0,860
2013-02-13,0,0,861
2013-02-14,0,0,878
2013-02-15,0,0,869
2013-02-16,0,0,878
2013-02-17,0,0,877
2013-02-18,0,0,877
2013-02-19,0,0,851
2013-02-20,0,0,888
2013-02-21,0,0,872
2013-02-22,0,0,864
2013-02-23,0,0,882
2013-02-24,0,0,882
2013-02-25,0,0,874
2013-02-26,0,0,855
2013-02-27,0,0,868
2013-02-28,0,0,880
2013-03-01,0,0,875
2013-03-02,0,0,862
2013-03-03,0,0,884
2013-03-04,0,0,873
2013-03-05,0,0,860
2013-03-06,0,0,889
2013-03-07,0,0,882
2013-03-08,0,0,883
2013-03-09,0,0,869
2013-03-10,0,0,877
2013-03-11,0,0,886
2013-03-12,0,0,878
2013-03-13,0,0,882
2013-03-14,0,0,885
2013-03-15,0,0,879
2013-03-16,0,0,882
2013-03-17,0,0,910
2013-03-18,0,0,891
2013-03-19,0,0,877
2013-03-20,0,0,881
2013-03-21,0,0,876
2013-03-22,0,0,870
2013-03-23,0,0,902
2013-03-24,0,0,868
2013-03-25,0,0,874
2013-03-26,0,0,895
2013-03-27,0,0,891
2013-03-28,0,0,897
2013-03-29,0,0,891
2013-03-30,0,0,890
2013-03-31,0,0,888
2013-04-01,0,0,891
2013-04-02,0,0,901
2013-04-03,0,0,900
2013-04-04,0,0,887
2013-04-05,0,0,877
2013-04-06,0,0,878
2013-04-07,0,0,894
2013-04-08,0,0,880
2013-04-09,0,0,900
2013-04-10,0,0,888
2013-04-11,0,0,885
2013-04-12,0,0,866
2013-04-13,0,0,874
2013-04-14,0,0,888
2013-04-15,0,0,871
2013-04-16,0,0,885
2013-04-17,0,0,874
2013-04-18,0,0,887
2013-04-19,0,0,890
2013-04-20,0,0,862
2013-04-21,0,0,867
2013-04-22,0,0,895
2013-04-23,0,0,863
2013-04-24,0,0,879
2013-04-25,0,0,878
2013-04-26,0,0,880
2013-04-27,0,0,856
2013-04-28,0,0,892
2013-04-29,0,0,885
2013-04-30,0,0,887
2013-05-01,0,0,882
2013-05-02,0,0,869
2013-05-03,0,0,886
2013-05-04,0,0,896
2013-05-05,0,0,869
2013-05-06,0,0,877
2013-05-07,0,0,867
2013-05-08,0,0,868
2013-05-09,0,0,878
2013-05-10,0,0,878
2013-05-11,0,0,845
2013-05-12,0,0,885
2013-05-13,0,0,868
2013-05-14,0,0,866
2013-05-15,0,0,865
2013-05-16,0,0,889
2013-05-17,0,0,871
2013-05-18,0,0,873
2013-05-19,0,0,866
2013-05-20,0,0,874
2013-05-21,0,0,858
2013-05-22,0,0,867
2013-05-23,0,0,875
2013-05-24,0,0,886
2013-05-25,0,0,852
2013-05-26,0,0,877
2013-05-27,0,0,840
2013-05-28,0,0,843
2013-05-29,0,0,845
2013-05-30,0,0,853
2013-05-31,0,0,861
2013-06-01,0,0,859
2013-06-02,0,0,854
2013-06-03,0,0,848
2013-06-04,0,0,864
2013-06-05,0,0,861
2013-06-06,0,0,851
2013-06-07,0,0,856
2013-06-08,0,0,863
2013-06-09,0,0,869
2013-06-10,0,0,842
2013-06-11,0,0,852
2013-06-12,0,0,851
2013-06-13,0,0,837
2013-06-14,0,0,841
2013-06-15,0,0,851
2013-06-16,0,0,851
2013-06-17,0,0,847
2013-06-18,0,0,843
2013-06-19,0,0,836
2013-06-20,0,0,845
2013-06-21,0,0,821
2013-06-22,0,0,855
2013-06-23,0,0,843
2013-06-24,0,0,840
2013-06-25,0,0,843
2013-06-26,0,0,840
2013-06-27,0,0,809
2013-06-28,0,0,838
2013-06-29,0,0,825
2013-06-30,0,0,821
2013-07-01,0,0,830
2013-07-02,0,0,833
2013-07-03,0,0,828
2013-07-04,0,0,831
2013-07-05,0,0,821
2013-07-06,0,0,818
2013-07-07,0,0,823
2013-07-08,0,0,828
2013-07-09,0,0,830
2013-07-10,0,0,829
2013-07-11,0,0,829
2013-07-12,0,0,813
2013-07-13,0,0,814
2013-07-14,0,0,810
2013-07-15,0,0,815
2013-07-16,0,0,814
2013-07-17,0,0,807
2013-07-18,0,0,816
2013-07-19,0,0,807
2013-07-20,0,0,796
2013-07-21,0,0,812
2013-07-22,0,0,809
2013-07-23,0,0,812
2013-07-24,0,0,802
2013-07-25,0,0,814
2013-07-26,0,0,813
2013-07-27,0,0,810
2013-07-28,0,0,800
2013-07-29,0,0,802
2013-07-30,0,0,812
2013-07-31,0,0,810
2013-08-01,0,0,807
2013-08-02,0,0,802
2013-08-03,0,0,803
2013-08-04,0,0,809
2013-08-05,0,0,787
2013-08-06,0,0,816
2013-08-07,0,0,791
2013-08-08,0,0,789
2013-08-09,0,0,794
2013-08-10,0,0,804
2013-08-11,0,0,793
2013-08-12,0,0,789
2013-08-13,0,0,804
2013-08-14,0,0,789
2013-08-15,0,0,797
2013-08-16,0,0,796
2013-08-17,0,0,804
2013-08-18,0,0,815
2013-08-19,0,0,787
2013-08-20,0,0,768
2013-08-21,0,0,812
2013-08-22,0,0,783
2013-08-23,0,0,794
2013-08-24,0,0,786
2013-08-25,0,0,775
2013-08-26,0,0,782
2013-08-27,0,0,785
2013-08-28,0,0,791
2013-08-29,0,0,792
2013-08-30,0,0,789
2013-08-31,0,0,785
2013-09-01,0,0,777
2013-09-02,0,0,770
2013-09-03,0,0,791
2013-09-04,0,0,777
2013-09-05,0,0,785
2013-09-06,0,0,781
2013-09-07,0,0,777
2013-09-08,0,0,783
2013-09-09,0,0,786
2013-09-10,0,0,793
2013-09-11,0,0,784
2013-09-12,0,0,785
2013-09-13,0,0,792
2013-09-14,0,0,782
2013-09-15,0,0,783
2013-09-16,0,0,762
2013-09-17,0,0,780
2013-09-18,0,0,759
2013-09-19,0,0,780
2013-09-20,0,0,774
2013-09-21,0,0,782
2013-09-22,0,0,785
2013-09-23,0,0,783
2013-09-24,0,0,780
2013-09-25,0,0,776
2013-09-26,0,0,803
2013-09-27,0,0,778
2013-09-28,0,0,776
2013-09-29,0,0,768
2013-09-30,0,0,774
2013-10-01,0,0,785
2013-10-02,0,0,786
2013-10-03,0,0,769
2013-10-04,0,0,779
2013-10-05,0,0,758
2013-10-06,0,0,776
2013-10-07,0,0,759
2013-10-08,0,0,780
2013-10-09,0,0,779
2013-10-10,0,0,779
2013-10-11,0,0,787
2013-10-12,0,0,762
2013-10-13,0,0,787
2013-10-14,0,0,778
2013-10-15,0,0,786
2013-10-16,0,0,771
2013-10-17,0,0,786
2013-10-18,0,0,770
2013-10-19,0,0,779
2013-10-20,0,0,796
2013-10-21,0,0,768
2013-10-22,0,0,787
2013-10-23,0,0,772
2013-10-24,0,0,782
2013-10-25,0,0,770
2013-10-26,0,0,773
2013-10-27,0,0,790
2013-10-28,0,0,783
2013-10-29,0,0,781
2013-10-30,0,0,773
2013-10-31,0,0,791
2013-11-01,0,0,787
2013-11-02,0,0,785
2013-11-03,0,0,778
2013-11-04,0,0,772
2013-11-05,0,0,785
2013-11-06,0,0,782
2013-11-07,0,0,768
2013-11-08,0,0,800
2013-11-09,0,0,790
2013-11-10,0,0,774
2013-11-11,0,0,802
2013-11-12,0,0,788
2013-11-13,0,0,779
2013-11-14,0,0,787
2013-11-15,0,0,793
2013-11-16,0,0,796
2013-11-17,0,0,783
2013-11-18,0,0,801
2013-11-19,0,0,791
2013-11-20,0,0,790
2013-11-21,0,0,794
2013-11-22,0,0,794
2013-11-23,0,0,804
2013-11-24,0,0,809
2013-11-25,0,0,805
2013-11-26,0,0,806
2013-11-27,0,0,803
2013-11-28,0,0,796
2013-11-29,0,0,806
2013-11-30,0,0,821
2013-12-01,0,0,809
2013-12-02,0,0,814
2013-12-03,0,0,812
2013-12-04,0,0,808
2013-12-05,0,0,825
2013-12-06,0,0,830
2013-12-07,0,0,791
2013-12-08,0,0,814
2013-12-09,0,0,813
2013-12-10,0,0,821
2013-12-11,0,0,816
2013-12-12,0,0,810
2013-12-13,0,0,816
2013-12-14,0,0,797
2013-12-15,0,0,816
2013-12-16,0,0,808
2013-12-17,0,0,805
2013-12-18,0,0,827
2013-12-19,0,0,802
2013-12-20,0,0,809
2013-12-21,0,0,830
2013-12-22,0,0,809
2013-12-23,0,0,827
2013-12-24,0,0,816
2013-12-25,0,0,826
2013-12-26,0,0,821
2013-12-27,0,0,826
2013-12-28,0,0,825
2013-12-29,0,0,820
2013-12-30,0,0,851
2013-12-31,0,0,825
2014-01-01,0,0,834
2014-01-02,0,0,827
2014-01-03,0,0,840
2014-01-04,0,0,849
2014-01-05,0,0,835
2014-01-06,0,0,834
2014-01-07,0,0,839
2014-01-08,0,0,843
2014-01-09,0,0,839
2014-01-10,0,0,858
2014-01-11,0,0,830
2014-01-12,0,0,843
2014-01-13,0,0,846
2014-01-14,0,0,849
2014-01-15,0,0,840
2014-01-16,0,0,842
2014-01-17,0,0,848
2014-01-18,0,0,834
2014-01-19,0,0,836
2014-01-20,0,0,846
2014-01-21,0,0,853
2014-01-22,0,0,849
2014-01-23,0,0,851
2014-01-24,0,0,844
2014-01-25,0,0,842
2014-01-26,0,0,855
2014-01-27,0,0,864
2014-01-28,0,0,866
2014-01-29,0,0,847
2014-01-30,0,0,868
2014-01-31,0,0,868
2014-02-01,0,0,867
2014-02-02,0,0,847
2014-02-03,0,0,845
2014-02-04,0,0,874
2014-02-05,0,0,846
2014-02-06,0,0,853
2014-02-07,0,0,880
2014-02-08,0,0,870
2014-02-09,0,0,873
2014-02-10,0,0,887
2014-02-11,0,0,863
2014-02-12,0,0,881
2014-02-13,0,0,867
2014-02-14,0,0,890
2014-02-15,0,0,844
2014-02-16,0,0,875
2014-02-17,0,0,855
2014-02-18,0,0,877
2014-02-19,0,0,854
2014-02-20,0,0,868
2014-02-21,0,0,869
2014-02-22,0,0,856
2014-02-23,0,0,854
2014-02-24,0,0,867
2014-02-25,0,0,870
2014-02-26,0,0,872
2014-02-27,0,0,858
2014-02-28,0,0,873
2014-03-01,0,0,893
2014-03-02,0,0,871
2014-03-03,0,0,867
2014-03-04,0,0,889
2014-03-05,0,0,881
2014-03-06,0,0,865
2014-03-07,0,0,870
2014-03-08,0,0,890
2014-03-09,0,0,860
2014-03-10,0,0,884
2014-03-11,0,0,875
2014-03-12,0,0,887
2014-03-13,0,0,888
2014-03-14,0,0,885
2014-03-15,0,0,881
2014-03-16,0,0,897
2014-03-17,0,0,866
2014-03-18,0,0,881
2014-03-19,0,0,876
2014-03-20,0,0,873
2014-03-21,0,0,890
2014-03-22,0,0,884
2014-03-23,0,0,886
2014-03-24,0,0,893
2014-03-25,0,0,876
2014-03-26,0,0,892
2014-03-27,0,0,875
2014-03-28,0,0,885
2014-03-29,0,0,899
2014-03-30,0,0,881
2014-03-31,0,0,874
2014-04-01,0,0,895
2014-04-02,0,0,864
2014-04-03,0,0,893
2014-04-04,0,0,888
2014-04-05,0,0,858
2014-04-06,0,0,882
2014-04-07,0,0,887
2014-04-08,0,0,880
2014-04-09,0,0,877
2014-04-10,0,0,899
2014-04-11,0,0,903
2014-04-12,0,0,884
2014-04-13,0,0,891
2014-04-14,0,0,866
2014-04-15,0,0,902
2014-04-16,0,0,881
2014-04-17,0,0,881
2014-04-18,0,0,894
2014-04-19,0,0,896
2014-04-20,0,0,885
2014-04-21,0,0,891
2014-04-22,0,0,870
2014-04-23,0,0,867
2014-04-24,0,0,863
2014-04-25,0,0,872
2014-04-26,0,0,866
2014-04-27,0,0,877
2014-04-28,0,0,880
2014-04-29,0,0,883
2014-04-30,0,0,862
2014-05-01,0,0,875
2014-05-02,0,0,859
2014-05-03,0,0,870
2014-05-04,0,0,881
2014-05-05,0,0,894
2014-05-06,0,0,862
2014-05-07,0,0,878
2014-05-08,0,0,874
2014-05-09,0,0,884
2014-05-10,0,0,880
2014-05-11,0,0,870
2014-05-12,0,0,875
2014-05-13,0,0,867
2014-05-14,0,0,869
2014-05-15,0,0,864
2014-05-16,0,0,861
2014-05-17,0,0,873
2014-05-18,0,0,860
2014-05-19,0,0,887
2014-05-20,0,0,871
2014-05-21,0,0,860
2014-05-22,0,0,871
2014-05-23,0,0,876
2014-05-24,0,0,853
2014-05-25,0,0,858
2014-05-26,0,0,861
2014-05-27,0,0,870
2014-05-28,0,0,859
2014-05-29,0,0,842
2014-05-30,0,0,849
2014-05-31,0,0,849
2014-06-01,0,0,854
2014-06-02,0,0,863
2014-06-03,0,0,865
2014-06-04,0,0,858
2014-06-05,0,0,848
2014-06-06,0,0,847
2014-06-07,0,0,847
2014-06-08,0,0,861
2014-06-09,0,0,845
2014-06-10,0,0,844
2014-06-11,0,0,850
2014-06-12,0,0,868
2014-06-13,0,0,843
2014-06-14,0,0,870
2014-06-15,0,0,858
2014-06-16,0,0,850
2014-06-17,0,0,840
2014-06-18,0,0,860
2014-06-19,0,0,847
2014-06-20,0,0,840
2014-06-21,0,0,843
2014-06-22,0,0,840
2014-06-23,0,0,834
2014-06-24,0,0,827
2014-06-25,0,0,829
2014-06-26,0,0,826
2014-06-27,0,0,823
2014-06-28,0,0,838
2014-06-29,0,0,849
2014-06-30,0,0,837
2014-07-01,0,0,836
2014-07-02,0,0,828
2014-07-03,0,0,841
2014-07-04,0,0,835
2014-07-05,0,0,825
2014-07-06,0,0,820
2014-07-07,0,0,828
2014-07-08,0,0,804
2014-07-09,0,0,830
2014-07-10,0,0,838
2014-07-11,0,0,829
2014-07-12,0,0,821
2014-07-13,0,0,816
2014-07-14,0,0,827
2014-07-15,0,0,814
2014-07-16,0,0,824
2014-07-17,0,0,838
2014-07-18,0,0,816
2014-07-19,0,0,804
2014-07-20,0,0,818
2014-07-21,0,0,814
2014-07-22,0,0,817
2014-07-23,0,0,812
2014-07-24,0,0,812
2014-07-25,0,0,813
2014-07-26,0,0,776
2014-07-27,0,0,813
2014-07-28,0,0,800
2014-07-29,0,0,819
2014-07-30,0,0,818
2014-07-31,0,0,821
2014-08-01,0,0,810
2014-08-02,0,0,780
2014-08-03,0,0,807
2014-08-04,0,0,803
2014-08-05,0,0,820
2014-08-06,0,0,813
2014-08-07,0,0,814
2014-08-08,0,0,800
2014-08-09,0,0,796
2014-08-10,0,0,791
2014-08-11,0,0,788
2014-08-12,0,0,787
2014-08-13,0,0,801
2014-08-14,0,0,807
2014-08-15,0,0,791
2014-08-16,0,0,792
2014-08-17,0,0,798
2014-08-18,0,0,792
2014-08-19,0,0,793
2014-08-20,0,0,799
2014-08-21,0,0,780
2014-08-22,0,0,777
2014-08-23,0,0,788
2014-08-24,0,0,797
2014-08-25,0,0,784
2014-08-26,0,0,782
2014-08-27,0,0,781
2014-08-28,0,0,783
2014-08-29,0,0,794
2014-08-30,0,0,784
2014-08-31,0,0,779
2014-09-01,0,0,786
2014-09-02,0,0,797
2014-09-03,0,0,778
2014-09-04,0,0,782
2014-09-05,0,0,786
2014-09-06,0,0,789
2014-09-07,0,0,795
2014-09-08,0,0,779
2014-09-09,0,0,776
2014-09-10,0,0,786
2014-09-11,0,0,789
2014-09-12,0,0,785
2014-09-13,0,0,757
2014-09-14,0,0,797
2014-09-15,0,0,783
2014-09-16,0,0,768
2014-09-17,0,0,780
2014-09-18,0,0,774
2014-09-19,0,0,792
2014-09-20,0,0,769
2014-09-21,0,0,766
2014-09-22,0,0,787
2014-09-23,0,0,780
2014-09-24,0,0,773
2014-09-25,0,0,770
2014-09-26,0,0,765
2014-09-27,0,0,800
2014-09-28,0,0,790
2014-09-29,0,0,775
2014-09-30,0,0,777
2014-10-01,0,0,786
2014-10-02,0,0,787
2014-10-03,0,0,783
2014-10-04,0,0,758
2014-10-05,0,0,779
2014-10-06,0,0,789
2014-10-07,0,0,796
2014-10-08,0,0,779
2014-10-09,0,0,787
2014-10-10,0,0,777
2014-10-11,0,0,796
2014-10-12,0,0,777
2014-10-13,0,0,782
2014-10-14,0,0,789
2014-10-15,0,0,774
2014-10-16,0,0,798
2014-10-17,0,0,784
2014-10-18,0,0,785
2014-10-19,0,0,790
2014-10-20,0,0,770
2014-10-21,0,0,779
2014-10-22,0,0,790
2014-10-23,0,0,783
2014-10-24,0,0,790
2014-10-25,0,0,780
2014-10-26,0,0,806
2014-10-27,0,0,783
2014-10-28,0,0,786
2014-10-29,0,0,796
2014-10-30,0,0,792
2014-10-31,0,0,774
2014-11-01,0,0,750
2014-11-02,0,0,793
2014-11-03,0,0,794
2014-11-04,0,0,777
2014-11-05,0,0,788
2014-11-06,0,0,799
2014-11-07,0,0,771
2014-11-08,0,0,782
2014-11-09,0,0,799
2014-11-10,0,0,789
2014-11-11,0,0,790
2014-11-12,0,0,773
2014-11-13,0,0,784
2014-11-14,0,0,780
2014-11-15,0,0,808
2014-11-16,0,0,798
2014-11-17,0,0,791
2014-11-18,0,0,787
2014-11-19,0,0,800
2014-11-20,0,0,785
2014-11-21,0,0,807
2014-11-22,0,0,801
2014-11-23,0,0,793
2014-11-24,0,0,783
2014-11-25,0,0,799
2014-11-26,0,0,785
2014-11-27,0,0,806
2014-11-28,0,0,798
2014-11-29,0,0,807
2014-11-30,0,0,801
2014-12-01,0,0,804
2014-12-02,0,0,809
2014-12-03,0,0,799
2014-12-04,0,0,797
2014-12-05,0,0,800
2014-12-06,0,0,817
2014-12-07,0,0,804
2014-12-08,0,0,786
2014-12-09,0,0,804
2014-12-10,0,0,799
2014-12-11,0,0,805
2014-12-12,0,0,800
2014-12-13,0,0,811
2014-12-14,0,0,807
2014-12-15,0,0,812
2014-12-16,0,0,823
2014-12-17,0,0,823
2014-12-18,0,0,817
2014-12-19,0,0,820
2014-12-20,0,0,837
2014-12-21,0,0,817
2014-12-22,0,0,825
2014-12-23,0,0,813
2014-12-24,0,0,823
2014-12-25,0,0,819
2014-12-26,0,0,821
2014-12-27,0,0,813
2014-12-28,0,0,812
2014-12-29,0,0,842
2014-12-30,0,0,828
2014-12-31,0,0,836
2015-01-01,0,0,838
2015-01-02,0,0,831
2015-01-03,0,0,814
2015-01-04,0,0,828
2015-01-05,0,0,830
2015-01-06,0,0,852
2015-01-07,0,0,832
2015-01-08,0,0,848
2015-01-09,0,0,839
2015-01-10,0,0,858
2015-01-11,0,0,852
2015-01-12,0,0,827
2015-01-13,0,0,844
2015-01-14,0,0,844
2015-01-15,0,0,838
2015-01-16,0,0,851
2015-01-17,0,0,852
2015-01-18,0,0,845
2015-01-19,0,0,843
2015-01-20,0,0,842
2015-01-21,0,0,843
2015-01-22,0,0,837
2015-01-23,0,0,841
2015-01-24,0,0,850
2015-01-25,0,0,855
2015-01-26,0,0,851
2015-01-27,0,0,854
2015-01-28,0,0,849
2015-01-29,0,0,868
2015-01-30,0,0,853
2015-01-31,0,0,862
2015-02-01,0,0,849
2015-02-02,0,0,857
2015-02-03,0,0,858
2015-02-04,0,0,861
2015-02-05,0,0,881
2015-02-06,0,0,860
2015-02-07,0,0,858
2015-02-08,0,0,866
2015-02-09,0,0,872
2015-02-10,0,0,874
2015-02-11,0,0,886
2015-02-12,0,0,880
2015-02-13,0,0,868
2015-02-14,0,0,858
2015-02-15,0,0,877
2015-02-16,0,0,865
2015-02-17,0,0,876
2015-02-18,0,0,852
2015-02-19,0,0,880
2015-02-20,0,0,869
2015-02-21,0,0,868
2015-02-22,0,0,870
2015-02-23,0,0,867
2015-02-24,0,0,888
2015-02-25,0,0,870
2015-02-26,0,0,875
2015-02-27,0,0,873
2015-02-28,0,0,875
2015-03-01,0,0,877
2015-03-02,0,0,875
2015-03-03,0,0,868
2015-03-04,0,0,882
2015-03-05,0,0,882
2015-03-06,0,0,877
2015-03-07,0,0,873
2015-03-08,0,0,878
2015-03-09,0,0,864
2015-03-10,0,0,887
2015-03-11,0,0,878
2015-03-12,0,0,871
2015-03-13,0,0,876
2015-03-14,0,0,880
2015-03-15,0,0,886
2015-03-16,0,0,909
2015-03-17,0,0,878
2015-03-18,0,0,895
2015-03-19,0,0,898
2015-03-20,0,0,885
2015-03-21,0,0,879
2015-03-22,0,0,890
2015-03-23,0,0,898
2015-03-24,0,0,891
2015-03-25,0,0,898
2015-03-26,0,0,872
2015-03-27,0,0,901
2015-03-28,0,0,880
2015-03-29,0,0,874
2015-03-30,0,0,889
2015-03-31,0,0,892
2015-04-01,0,0,887
2015-04-02,0,0,891
2015-04-03,0,0,875
2015-04-04,0,0,887
2015-04-05,0,0,884
2015-04-06,0,0,876
2015-04-07,0,0,878
2015-04-08,0,0,872
2015-04-09,0,0,874
2015-04-10,0,0,890
2015-04-11,0,0,891
2015-04-12,0,0,870
2015-04-13,0,0,888
2015-04-14,0,0,903
2015-04-15,0,0,886
2015-04-16,0,0,863
2015-04-17,0,0,881
2015-04-18,0,0,870
2015-04-19,0,0,869
2015-04-20,0,0,879
2015-04-21,0,0,891
2015-04-22,0,0,885
2015-04-23,0,0,878
2015-04-24,0,0,881
2015-04-25,0,0,863
2015-04-26,0,0,894
2015-04-27,0,0,888
2015-04-28,0,0,888
2015-04-29,0,0,879
2015-04-30,0,0,889
2015-05-01,0,0,874
2015-05-02,0,0,879
2015-05-03,0,0,867
2015-05-04,0,0,861
2015-05-05,0,0,875
2015-05-06,0,0,874
2015-05-07,0,0,874
2015-05-08,0,0,882
2015-05-09,0,0,874
2015-05-10,0,0,861
2015-05-11,0,0,871
2015-05-12,0,0,866
2015-05-13,0,0,881
2015-05-14,0,0,865
2015-05-15,0,0,878
2015-05-16,0,0,844
2015-05-17,0,0,888
2015-05-18,0,0,862
2015-05-19,0,0,872
2015-05-20,0,0,866
2015-05-21,0,0,845
2015-05-22,0,0,848
2015-05-23,0,0,857
2015-05-24,0,0,851
2015-05-25,0,0,839
2015-05-26,0,0,861
2015-05-27,0,0,852
2015-05-28,0,0,855
2015-05-29,0,0,848
2015-05-30,0,0,853
2015-05-31,0,0,872
2015-06-01,0,0,862
2015-06-02,0,0,864
2015-06-03,0,0,856
2015-06-04,0,0,861
2015-06-05,0,0,847
2015-06-06,0,0,862
2015-06-07,0,0,840
2015-06-08,0,0,834
2015-06-09,0,0,841
2015-06-10,0,0,847
2015-06-11,0,0,839
2015-06-12,0,0,847
2015-06-13,0,0,828
2015-06-14,0,0,841
2015-06-15,0,0,849
2015-06-16,0,0,839
2015-06-17,0,0,836
2015-06-18,0,0,847
2015-06-19,0,0,853
2015-06-20,0,0,845
2015-06-21,0,0,837
2015-06-22,0,0,840
2015-06-23,0,0,849
2015-06-24,0,0,847
2015-06-25,0,0,836
2015-06-26,0,0,846
2015-06-27,0,0,839
2015-06-28,0,0,832
2015-06-29,0,0,835
2015-06-30,0,0,845
2015-07-01,0,0,840
2015-07-02,0,0,825
2015-07-03,0,0,819
2015-07-04,0,0,826
2015-07-05,0,0,837
2015-07-06,0,0,824
2015-07-07,0,0,822
2015-07-08,0,0,824
2015-07-09,0,0,827
2015-07-10,0,0,834
2015-07-11,0,0,847
2015-07-12,0,0,819
2015-07-13,0,0,826
2015-07-14,0,0,824
2015-07-15,0,0,838
2015-07-16,0,0,810
2015-07-17,0,0,818
2015-07-18,0,0,830
2015-07-19,0,0,811
2015-07-20,0,0,802
2015-07-21,0,0,815
2015-07-22,0,0,807
2015-07-23,0,0,825
2015-07-24,0,0,792
2015-07-25,0,0,812
2015-07-26,0,0,789
2015-07-27,0,0,818
2015-07-28,0,0,798
2015-07-29,0,0,801
2015-07-30,0,0,807
2015-07-31,0,0,797
2015-08-01,0,0,792
2015-08-02,0,0,803
2015-08-03,0,0,823
2015-08-04,0,0,782
2015-08-05,0,0,806
2015-08-06,0,0,787
2015-08-07,0,0,817
2015-08-08,0,0,803
2015-08-09,0,0,786
2015-08-10,0,0,809
2015-08-11,0,0,790
2015-08-12,0,0,798
2015-08-13,0,0,768
2015-08-14,0,0,791
2015-08-15,0,0,807
2015-08-16,0,0,805
2015-08-17,0,0,773
2015-08-18,0,0,802
2015-08-19,0,0,803
2015-08-20,0,0,790
2015-08-21,0,0,789
2015-08-22,0,0,793
2015-08-23,0,0,785
2015-08-24,0,0,782
2015-08-25,0,0,793
2015-08-26,0,0,803
2015-08-27,0,0,791
2015-08-28,0,0,777
2015-08-29,0,0,765
2015-08-30,0,0,773
2015-08-31,0,0,809
2015-09-01,0,0,765
2015-09-02,0,0,776
2015-09-03,0,0,796
2015-09-04,0,0,787
2015-09-05,0,0,794
2015-09-06,0,0,790
2015-09-07,0,0,784
2015-09-08,0,0,782
2015-09-09,0,0,770
2015-09-10,0,0,780
2015-09-11,0,0,788
2015-09-12,0,0,795
2015-09-13,0,0,790
2015-09-14,0,0,801
2015-09-15,0,0,784
2015-09-16,0,0,764
2015-09-17,0,0,765
2015-09-18,0,0,784
2015-09-19,0,0,747
2015-09-20,0,0,759
2015-09-21,0,0,791
2015-09-22,0,0,776
2015-09-23,0,0,794
2015-09-24,0,0,776
2015-09-25,0,0,778
2015-09-26,0,0,764
2015-09-27,0,0,772
2015-09-28,0,0,781
2015-09-29,0,0,800
2015-09-30,0,0,770
2015-10-01,0,0,783
2015-10-02,0,0,770
2015-10-03,0,0,756
2015-10-04,0,0,772
2015-10-05,0,0,775
2015-10-06,0,0,767
2015-10-07,0,0,771
2015-10-08,0,0,780
2015-10-09,0,0,786
2015-10-10,0,0,772
2015-10-11,0,0,766
2015-10-12,0,0,784
2015-10-13,0,0,770
2015-10-14,0,0,773
2015-10-15,0,0,777
2015-10-16,0,0,768
2015-10-17,0,0,786
2015-10-18,0,0,778
2015-10-19,0,0,768
2015-10-20,0,0,778
2015-10-21,0,0,790
2015-10-22,0,0,804
2015-10-23,0,0,785
2015-10-24,0,0,768
2015-10-25,0,0,769
2015-10-26,0,0,774
2015-10-27,0,0,764
2015-10-28,0,0,784
2015-10-29,0,0,787
2015-10-30,0,0,780
2015-10-31,0,0,778
2015-11-01,0,0,776
2015-11-02,0,0,770
2015-11-03,0,0,778
2015-11-04,0,0,793
2015-11-05,0,0,779
2015-11-06,0,0,779
2015-11-07,0,0,784
2015-11-08,0,0,777
2015-11-09,0,0,790
2015-11-10,0,0,798
2015-11-11,0,0,787
2015-11-12,0,0,804
2015-11-13,0,0,777
2015-11-14,0,0,780
2015-11-15,0,0,792
2015-11-16,0,0,802
2015-11-17,0,0,798
2015-11-18,0,0,797
2015-11-19,0,0,791
2015-11-20,0,0,803
2015-11-21,0,0,800
